numepochs,batchsize,learningrate,momentum,weightdecay,cputime,realtime,acc
100,256,0.001,1.0,1.0E-4,1.67078806E11,1.14171039E12,0.686
100,256,0.001,1.0,0.001,1.67494975E11,1.14276984E12,0.6852
100,512,1.0E-5,0.0,1.0E-5,1.21788965E11,1.04105856E12,0.64
100,512,1.0E-5,0.0,1.0E-4,1.18858195E11,1.0386975E12,0.7228
100,512,1.0E-5,0.0,0.001,1.1903837E11,1.03950352E12,0.7096
100,512,1.0E-5,0.5,1.0E-5,1.20646337E11,1.04069503E12,0.7148
100,512,1.0E-5,0.5,1.0E-4,1.18804365E11,1.03928201E12,0.7452
100,512,1.0E-5,0.5,0.001,1.22442695E11,1.04376612E12,0.7508
100,512,1.0E-5,0.9,1.0E-5,1.21927623E11,1.04317701E12,0.712
100,512,1.0E-5,0.9,1.0E-4,1.19090037E11,1.03893546E12,0.7052
100,512,1.0E-5,0.9,0.001,1.2170598E11,1.0419473E12,0.7508
100,512,1.0E-5,1.0,1.0E-5,1.18946284E11,1.03892366E12,0.7196
100,512,1.0E-5,1.0,1.0E-4,1.22020692E11,1.04286644E12,0.7332
100,512,1.0E-5,1.0,0.001,1.19350723E11,1.04080448E12,0.7136
100,512,1.0E-4,0.0,1.0E-5,1.1971439E11,1.04095993E12,0.7316
100,512,1.0E-4,0.0,1.0E-4,1.19807713E11,1.03990323E12,0.7344
100,512,1.0E-4,0.0,0.001,1.2152311E11,1.04285818E12,0.7188
100,512,1.0E-4,0.5,1.0E-5,1.19018037E11,1.0394817E12,0.73
100,512,1.0E-4,0.5,1.0E-4,1.15777044E11,1.0331021E12,0.718
100,512,1.0E-4,0.5,0.001,1.19118758E11,1.03904025E12,0.7348
100,512,1.0E-4,0.9,1.0E-5,1.22327654E11,1.04401424E12,0.7156
100,512,1.0E-4,0.9,1.0E-4,1.22016186E11,1.04236692E12,0.7196
100,512,1.0E-4,0.9,0.001,1.22304291E11,1.04334053E12,0.718
100,512,1.0E-4,1.0,1.0E-5,1.19940678E11,1.041717E12,0.7064
100,512,1.0E-4,1.0,1.0E-4,1.21659671E11,1.04172493E12,0.7264
100,512,1.0E-4,1.0,0.001,1.21170756E11,1.03604991E12,0.7228
100,512,0.001,0.0,1.0E-5,1.16887585E11,1.02882037E12,0.686
100,512,0.001,0.0,1.0E-4,1.20920367E11,1.03460969E12,0.6852
100,512,0.001,0.0,0.001,1.20830468E11,1.03319568E12,0.682
100,512,0.001,0.5,1.0E-5,1.18968377E11,1.03076541E12,0.6852
100,512,0.001,0.5,1.0E-4,1.2037102E11,1.03323081E12,0.6872
100,512,0.001,0.5,0.001,1.19011852E11,1.03351865E12,0.684
100,512,0.001,0.9,1.0E-5,1.18742098E11,1.03045091E12,0.6836
100,512,0.001,0.9,1.0E-4,1.22288144E11,1.03538734E12,0.6848
100,512,0.001,0.9,0.001,1.20950252E11,1.03307975E12,0.6852
100,512,0.001,1.0,1.0E-5,5.1203527E10,9.2669582E11,0.666
100,512,0.001,1.0,1.0E-4,3.7407494E10,9.1788516E11,0.678
100,512,0.001,1.0,0.001,3.6331721E10,9.2527913E11,0.676
